,Rk,G,Date,Age,Tm,LOC,Opp,RES,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,EVAL,SEASON
392,3,3.0,2023-10-30,31,MIN,away,ATL,-14,1,1841.0,3.0,7.0,0.429,0.0,0.0,0.0,8.0,11.0,0.727,6.0,7.0,13.0,1.0,1.0,2.0,0.0,2.0,14.0,17.7,-13.0,24.0,2023-2024
393,4,4.0,2023-11-01,31,MIN,home,DEN,21,1,1943.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,10.0,12.0,1.0,1.0,2.0,1.0,3.0,4.0,4.4,15.0,12.0,2023-2024
394,5,5.0,2023-11-04,31,MIN,home,UTA,28,1,1710.0,5.0,10.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,4.0,6.0,10.0,1.0,0.0,4.0,1.0,3.0,11.0,11.5,10.0,19.0,2023-2024
395,6,6.0,2023-11-06,31,MIN,home,BOS,5,1,2445.0,6.0,6.0,1.0,0.0,0.0,0.0,2.0,11.0,0.182,2.0,10.0,12.0,1.0,0.0,1.0,2.0,4.0,14.0,10.8,24.0,17.0,2023-2024
396,7,7.0,2023-11-08,31,MIN,home,NOP,21,1,1936.0,4.0,5.0,0.8,0.0,0.0,0.0,9.0,12.0,0.75,5.0,16.0,21.0,1.0,0.0,2.0,4.0,2.0,17.0,19.5,24.0,33.0,2023-2024
397,8,8.0,2023-11-10,31,MIN,away,SAS,7,1,2024.0,5.0,10.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,4.0,6.0,10.0,1.0,1.0,0.0,1.0,3.0,11.0,10.1,1.0,17.0,2023-2024
398,9,9.0,2023-11-12,31,MIN,away,GSW,6,1,2113.0,4.0,7.0,0.571,0.0,0.0,0.0,2.0,8.0,0.25,4.0,6.0,10.0,3.0,1.0,5.0,2.0,3.0,10.0,12.3,-1.0,18.0,2023-2024
399,10,10.0,2023-11-14,31,MIN,away,GSW,3,1,2113.0,2.0,8.0,0.25,0.0,0.0,0.0,5.0,6.0,0.833,6.0,7.0,13.0,2.0,0.0,3.0,2.0,4.0,9.0,10.0,8.0,18.0,2023-2024
400,11,11.0,2023-11-15,31,MIN,away,PHO,-18,1,1492.0,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,2.0,1.0,2.0,2.0,2.0,4.0,6.3,-25.0,12.0,2023-2024
401,12,12.0,2023-11-18,31,MIN,away,NOP,1,1,2047.0,5.0,7.0,0.714,0.0,0.0,0.0,7.0,10.0,0.7,2.0,9.0,11.0,1.0,2.0,1.0,1.0,2.0,17.0,18.6,-7.0,26.0,2023-2024
402,13,13.0,2023-11-20,31,MIN,home,NYK,17,1,1583.0,7.0,7.0,1.0,0.0,0.0,0.0,2.0,7.0,0.286,3.0,4.0,7.0,1.0,0.0,2.0,1.0,2.0,16.0,15.5,16.0,20.0,2023-2024
403,14,14.0,2023-11-22,31,MIN,home,PHI,13,1,1872.0,6.0,8.0,0.75,0.0,0.0,0.0,1.0,2.0,0.5,3.0,8.0,11.0,3.0,0.0,3.0,2.0,3.0,13.0,14.9,1.0,25.0,2023-2024
404,15,15.0,2023-11-24,31,MIN,home,SAC,-13,1,2130.0,5.0,8.0,0.625,0.0,0.0,0.0,2.0,2.0,1.0,3.0,8.0,11.0,0.0,0.0,2.0,3.0,5.0,12.0,9.3,4.0,19.0,2023-2024
405,16,16.0,2023-11-26,31,MIN,away,MEM,22,1,1525.0,5.0,7.0,0.714,0.0,0.0,0.0,3.0,4.0,0.75,1.0,3.0,4.0,0.0,0.0,2.0,2.0,5.0,13.0,8.7,16.0,14.0,2023-2024
406,17,17.0,2023-11-28,31,MIN,home,OKC,3,1,2172.0,6.0,10.0,0.6,0.0,0.0,0.0,5.0,6.0,0.833,6.0,10.0,16.0,0.0,1.0,4.0,1.0,1.0,17.0,21.6,-1.0,32.0,2023-2024
407,18,18.0,2023-11-30,31,MIN,home,UTA,11,1,2248.0,6.0,11.0,0.545,0.0,0.0,0.0,3.0,4.0,0.75,3.0,10.0,13.0,0.0,0.0,3.0,0.0,4.0,15.0,14.9,15.0,25.0,2023-2024
408,19,19.0,2023-12-02,31,MIN,away,CHO,6,1,2358.0,10.0,12.0,0.833,0.0,0.0,0.0,6.0,9.0,0.667,2.0,10.0,12.0,0.0,0.0,3.0,1.0,1.0,26.0,25.5,10.0,35.0,2023-2024
409,20,20.0,2023-12-06,31,MIN,home,SAS,8,1,1812.0,7.0,8.0,0.875,0.0,0.0,0.0,2.0,2.0,1.0,5.0,15.0,20.0,2.0,0.0,2.0,1.0,3.0,16.0,21.8,31.0,38.0,2023-2024
410,21,21.0,2023-12-08,31,MIN,away,MEM,24,1,2148.0,6.0,9.0,0.667,0.0,0.0,0.0,4.0,4.0,1.0,9.0,11.0,20.0,1.0,1.0,6.0,2.0,4.0,16.0,24.0,25.0,39.0,2023-2024
411,22,22.0,2023-12-11,31,MIN,away,NOP,-14,1,1527.0,4.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,2.0,2.0,4.0,8.0,5.0,-20.0,12.0,2023-2024
412,23,23.0,2023-12-14,31,MIN,away,DAL,18,1,1796.0,3.0,4.0,0.75,0.0,0.0,0.0,2.0,6.0,0.333,2.0,10.0,12.0,5.0,3.0,1.0,2.0,4.0,8.0,12.8,11.0,22.0,2023-2024
413,24,24.0,2023-12-16,31,MIN,home,IND,18,1,1510.0,2.0,3.0,0.667,0.0,0.0,0.0,1.0,4.0,0.25,2.0,5.0,7.0,1.0,1.0,1.0,2.0,1.0,5.0,5.4,3.0,9.0,2023-2024
414,25,25.0,2023-12-18,31,MIN,away,MIA,4,1,2117.0,3.0,8.0,0.375,0.0,0.0,0.0,3.0,4.0,0.75,3.0,13.0,16.0,2.0,2.0,2.0,1.0,2.0,9.0,13.2,4.0,24.0,2023-2024
415,26,26.0,2023-12-20,31,MIN,away,PHI,-14,1,1452.0,3.0,4.0,0.75,0.0,0.0,0.0,2.0,2.0,1.0,2.0,7.0,9.0,1.0,2.0,0.0,0.0,4.0,8.0,11.0,6.0,19.0,2023-2024
416,27,27.0,2023-12-21,31,MIN,home,LAL,7,1,2242.0,6.0,11.0,0.545,0.0,0.0,0.0,3.0,6.0,0.5,5.0,8.0,13.0,3.0,1.0,3.0,2.0,3.0,15.0,16.4,-1.0,25.0,2023-2024
417,28,28.0,2023-12-23,31,MIN,away,SAC,12,1,2353.0,10.0,13.0,0.769,0.0,0.0,0.0,1.0,2.0,0.5,6.0,11.0,17.0,1.0,0.0,2.0,1.0,3.0,21.0,22.9,27.0,36.0,2023-2024
418,29,29.0,2023-12-26,31,MIN,away,OKC,-23,1,1733.0,2.0,6.0,0.333,0.0,1.0,0.0,6.0,8.0,0.75,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,10.0,5.9,-14.0,8.0,2023-2024
419,30,30.0,2023-12-28,31,MIN,home,DAL,8,1,2257.0,7.0,7.0,1.0,0.0,0.0,0.0,6.0,7.0,0.857,2.0,9.0,11.0,2.0,0.0,3.0,2.0,2.0,20.0,22.3,3.0,33.0,2023-2024
420,31,31.0,2023-12-30,31,MIN,home,LAL,2,1,2261.0,6.0,7.0,0.857,0.0,0.0,0.0,1.0,1.0,1.0,4.0,9.0,13.0,0.0,2.0,1.0,4.0,3.0,13.0,13.5,19.0,24.0,2023-2024
421,32,32.0,2024-01-01,31,MIN,away,NYK,-6,1,2268.0,3.0,8.0,0.375,0.0,0.0,0.0,4.0,6.0,0.667,2.0,13.0,15.0,1.0,0.0,0.0,1.0,2.0,10.0,9.0,-11.0,18.0,2023-2024
422,33,33.0,2024-01-03,31,MIN,home,NOP,-11,1,1434.0,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,1.0,4.0,5.0,0.0,0.0,1.0,1.0,4.0,5.0,3.3,-16.0,8.0,2023-2024
423,34,34.0,2024-01-05,31,MIN,away,HOU,27,1,1978.0,6.0,7.0,0.857,0.0,0.0,0.0,1.0,3.0,0.333,3.0,9.0,12.0,1.0,2.0,2.0,1.0,2.0,13.0,16.8,22.0,26.0,2023-2024
424,35,35.0,2024-01-07,31,MIN,away,DAL,-7,1,2053.0,4.0,9.0,0.444,0.0,0.0,0.0,1.0,4.0,0.25,6.0,11.0,17.0,1.0,1.0,0.0,5.0,4.0,9.0,5.7,1.0,15.0,2023-2024
425,36,36.0,2024-01-09,31,MIN,away,ORL,21,1,2014.0,8.0,10.0,0.8,0.0,0.0,0.0,5.0,6.0,0.833,1.0,11.0,12.0,1.0,1.0,3.0,2.0,3.0,21.0,21.4,13.0,33.0,2023-2024
426,37,-1.0,2024-01-10,31,MIN,away,BOS,-7,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2023-2024
427,38,37.0,2024-01-12,31,MIN,home,POR,23,1,1707.0,9.0,11.0,0.818,0.0,0.0,0.0,6.0,8.0,0.75,5.0,12.0,17.0,0.0,0.0,2.0,1.0,2.0,24.0,25.8,33.0,38.0,2023-2024
428,39,38.0,2024-01-14,31,MIN,home,LAC,4,1,2215.0,4.0,5.0,0.8,0.0,0.0,0.0,7.0,14.0,0.5,3.0,15.0,18.0,0.0,0.0,4.0,1.0,4.0,15.0,17.1,-1.0,28.0,2023-2024
429,40,39.0,2024-01-17,31,MIN,away,DET,7,1,2259.0,8.0,11.0,0.727,0.0,0.0,0.0,3.0,4.0,0.75,5.0,11.0,16.0,2.0,0.0,1.0,1.0,4.0,19.0,20.4,12.0,33.0,2023-2024
430,41,40.0,2024-01-18,31,MIN,home,MEM,15,1,2333.0,5.0,10.0,0.5,0.0,1.0,0.0,7.0,10.0,0.7,3.0,7.0,10.0,4.0,0.0,6.0,3.0,3.0,17.0,17.8,20.0,26.0,2023-2024
431,42,41.0,2024-01-20,31,MIN,home,OKC,-5,1,2002.0,1.0,6.0,0.167,0.0,0.0,0.0,5.0,8.0,0.625,4.0,14.0,18.0,2.0,0.0,0.0,2.0,4.0,7.0,6.8,-4.0,17.0,2023-2024
432,43,42.0,2024-01-22,31,MIN,home,CHO,-3,1,2343.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,9.0,11.0,1.0,0.0,0.0,0.0,3.0,13.0,14.4,-10.0,24.0,2023-2024
433,44,43.0,2024-01-24,31,MIN,away,WAS,11,1,2084.0,7.0,11.0,0.636,0.0,0.0,0.0,5.0,6.0,0.833,7.0,9.0,16.0,1.0,0.0,4.0,0.0,4.0,19.0,23.2,9.0,35.0,2023-2024
434,45,44.0,2024-01-25,31,MIN,away,BRK,2,1,1964.0,4.0,9.0,0.444,0.0,0.0,0.0,2.0,2.0,1.0,1.0,12.0,13.0,1.0,1.0,2.0,1.0,3.0,10.0,10.5,3.0,21.0,2023-2024
435,46,45.0,2024-01-27,31,MIN,away,SAS,-1,1,2210.0,8.0,9.0,0.889,0.0,0.0,0.0,3.0,4.0,0.75,2.0,5.0,7.0,1.0,1.0,1.0,1.0,4.0,19.0,18.2,-4.0,26.0,2023-2024
436,47,46.0,2024-01-29,31,MIN,away,OKC,6,1,2185.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,14.0,18.0,1.0,1.0,1.0,3.0,0.0,12.0,16.2,11.0,29.0,2023-2024
437,48,47.0,2024-01-31,31,MIN,home,DAL,34,1,1686.0,5.0,9.0,0.556,0.0,0.0,0.0,7.0,12.0,0.583,2.0,4.0,6.0,0.0,0.0,2.0,2.0,4.0,17.0,11.1,18.0,14.0,2023-2024
438,49,48.0,2024-02-02,31,MIN,home,ORL,-2,1,2345.0,6.0,7.0,0.857,0.0,0.0,0.0,10.0,11.0,0.909,3.0,13.0,16.0,2.0,0.0,2.0,1.0,5.0,22.0,24.9,0.0,39.0,2023-2024
439,50,49.0,2024-02-04,31,MIN,home,HOU,21,1,1883.0,7.0,9.0,0.778,0.0,0.0,0.0,3.0,5.0,0.6,3.0,10.0,13.0,1.0,1.0,4.0,0.0,1.0,17.0,21.9,32.0,32.0,2023-2024
440,51,50.0,2024-02-06,31,MIN,away,CHI,-6,1,2664.0,3.0,6.0,0.5,0.0,0.0,0.0,6.0,10.0,0.6,7.0,9.0,16.0,1.0,1.0,1.0,1.0,5.0,12.0,14.4,-8.0,23.0,2023-2024
441,52,51.0,2024-02-08,31,MIN,away,MIL,24,1,2113.0,8.0,9.0,0.889,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,11.0,4.0,1.0,0.0,0.0,3.0,16.0,19.6,13.0,30.0,2023-2024
442,53,52.0,2024-02-12,31,MIN,away,LAC,21,1,2001.0,6.0,11.0,0.545,0.0,0.0,0.0,5.0,5.0,1.0,6.0,5.0,11.0,0.0,0.0,4.0,2.0,4.0,17.0,16.6,9.0,25.0,2023-2024
443,54,53.0,2024-02-13,31,MIN,away,POR,12,1,2247.0,7.0,10.0,0.7,0.0,0.0,0.0,2.0,4.0,0.5,6.0,9.0,15.0,1.0,0.0,1.0,1.0,3.0,16.0,17.1,12.0,27.0,2023-2024
444,55,54.0,2024-02-15,31,MIN,away,POR,37,1,1579.0,4.0,7.0,0.571,0.0,0.0,0.0,3.0,4.0,0.75,2.0,10.0,12.0,2.0,0.0,2.0,3.0,4.0,11.0,9.9,19.0,20.0,2023-2024
445,56,55.0,2024-02-23,31,MIN,home,MIL,-5,1,2283.0,6.0,8.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,7.0,12.0,19.0,1.0,0.0,2.0,0.0,5.0,12.0,17.0,5.0,31.0,2023-2024
446,57,-1.0,2024-02-24,31,MIN,home,BRK,15,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2023-2024
447,58,56.0,2024-02-27,31,MIN,home,SAS,9,1,2348.0,6.0,12.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,6.0,11.0,17.0,3.0,0.0,4.0,1.0,2.0,13.0,17.2,4.0,29.0,2023-2024
448,59,57.0,2024-02-28,31,MIN,home,MEM,9,1,1632.0,3.0,4.0,0.75,0.0,0.0,0.0,2.0,4.0,0.5,2.0,6.0,8.0,0.0,1.0,2.0,3.0,2.0,8.0,7.4,-16.0,13.0,2023-2024
449,60,58.0,2024-03-01,31,MIN,home,SAC,-4,1,2523.0,6.0,9.0,0.667,0.0,0.0,0.0,4.0,8.0,0.5,2.0,14.0,16.0,1.0,0.0,3.0,1.0,5.0,16.0,15.9,-6.0,28.0,2023-2024
450,61,59.0,2024-03-03,31,MIN,home,LAC,-1,1,2427.0,5.0,7.0,0.714,0.0,0.0,0.0,2.0,2.0,1.0,3.0,13.0,16.0,2.0,0.0,3.0,1.0,3.0,12.0,16.4,4.0,30.0,2023-2024
451,62,60.0,2024-03-04,31,MIN,home,POR,5,1,2341.0,9.0,10.0,0.9,0.0,0.0,0.0,7.0,7.0,1.0,5.0,11.0,16.0,0.0,1.0,3.0,3.0,6.0,25.0,26.1,-4.0,41.0,2023-2024
452,63,61.0,2024-03-07,31,MIN,away,IND,2,1,2381.0,7.0,11.0,0.636,0.0,0.0,0.0,4.0,5.0,0.8,6.0,8.0,14.0,0.0,2.0,3.0,2.0,2.0,18.0,20.6,6.0,30.0,2023-2024
453,64,62.0,2024-03-08,31,MIN,away,CLE,-9,1,2201.0,3.0,7.0,0.429,0.0,0.0,0.0,1.0,2.0,0.5,4.0,13.0,17.0,2.0,1.0,2.0,2.0,6.0,7.0,9.0,7.0,22.0,2023-2024
454,65,-1.0,2024-03-10,31,MIN,away,LAL,-11,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2023-2024
455,66,63.0,2024-03-12,31,MIN,away,LAC,18,1,2006.0,4.0,7.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,11.0,3.0,2.0,2.0,0.0,2.0,8.0,15.5,11.0,23.0,2023-2024
456,67,-1.0,2024-03-16,31,MIN,away,UTA,19,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2023-2024
457,68,-1.0,2024-03-18,31,MIN,away,UTA,10,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2023-2024
458,69,-1.0,2024-03-19,31,MIN,home,DEN,-3,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2023-2024
459,70,64.0,2024-03-22,31,MIN,home,CLE,13,1,2231.0,4.0,8.0,0.5,0.0,0.0,0.0,1.0,4.0,0.25,6.0,9.0,15.0,1.0,0.0,2.0,1.0,2.0,9.0,11.0,10.0,19.0,2023-2024
460,71,65.0,2024-03-24,31,MIN,home,GSW,4,1,2230.0,7.0,10.0,0.7,0.0,0.0,0.0,3.0,3.0,1.0,1.0,11.0,12.0,2.0,0.0,1.0,4.0,5.0,17.0,12.9,8.0,25.0,2023-2024
461,72,66.0,2024-03-27,31,MIN,home,DET,15,1,2059.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,9.0,14.0,4.0,0.0,2.0,3.0,4.0,11.0,15.3,20.0,28.0,2023-2024
462,73,67.0,2024-03-29,31,MIN,away,DEN,13,1,2088.0,7.0,8.0,0.875,0.0,0.0,0.0,7.0,15.0,0.467,3.0,9.0,12.0,2.0,0.0,3.0,0.0,5.0,21.0,21.3,1.0,29.0,2023-2024
463,74,68.0,2024-03-31,31,MIN,home,CHI,-8,1,2260.0,8.0,9.0,0.889,0.0,0.0,0.0,3.0,7.0,0.429,3.0,7.0,10.0,1.0,2.0,1.0,0.0,2.0,19.0,21.1,-4.0,28.0,2023-2024
464,75,69.0,2024-04-02,31,MIN,home,HOU,7,1,2112.0,4.0,7.0,0.571,0.0,0.0,0.0,4.0,6.0,0.667,1.0,13.0,14.0,0.0,0.0,2.0,1.0,3.0,12.0,11.7,-8.0,22.0,2023-2024
465,76,70.0,2024-04-03,31,MIN,home,TOR,48,1,1648.0,3.0,6.0,0.5,0.0,0.0,0.0,5.0,8.0,0.625,5.0,10.0,15.0,3.0,1.0,2.0,4.0,3.0,11.0,12.6,33.0,22.0,2023-2024
466,77,71.0,2024-04-05,31,MIN,away,PHO,-10,1,1743.0,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,2.0,1.0,4.0,4.0,3.4,-26.0,9.0,2023-2024
467,78,72.0,2024-04-07,31,MIN,away,LAL,10,1,2211.0,9.0,13.0,0.692,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,16.0,3.0,2.0,1.0,3.0,2.0,18.0,21.5,8.0,33.0,2023-2024
468,79,73.0,2024-04-09,31,MIN,home,WAS,9,1,2301.0,5.0,9.0,0.556,0.0,0.0,0.0,9.0,13.0,0.692,5.0,11.0,16.0,3.0,2.0,4.0,1.0,3.0,19.0,24.6,12.0,35.0,2023-2024
469,80,74.0,2024-04-10,31,MIN,away,DEN,-9,1,2326.0,6.0,7.0,0.857,0.0,0.0,0.0,1.0,3.0,0.333,5.0,10.0,15.0,3.0,2.0,1.0,2.0,5.0,13.0,17.0,-17.0,29.0,2023-2024
470,81,75.0,2024-04-12,31,MIN,home,ATL,3,1,2203.0,10.0,10.0,1.0,0.0,0.0,0.0,5.0,8.0,0.625,4.0,15.0,19.0,0.0,1.0,5.0,1.0,2.0,25.0,30.8,13.0,46.0,2023-2024
471,82,76.0,2024-04-14,31,MIN,home,PHO,-19,1,1932.0,7.0,9.0,0.778,0.0,0.0,0.0,7.0,9.0,0.778,3.0,4.0,7.0,1.0,2.0,1.0,1.0,3.0,21.0,21.2,-17.0,27.0,2023-2024
472,1,1.0,2017-10-18,25,UTA,home,DEN,10,1,2101.0,7.0,9.0,0.778,0.0,0.0,0.0,4.0,4.0,1.0,3.0,7.0,10.0,1.0,0.0,1.0,6.0,4.0,18.0,12.5,-14.0,22.0,2017-2018
473,2,2.0,2017-10-20,25,UTA,away,MIN,-3,1,1978.0,5.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,0.0,2.0,2.0,3.0,2.0,10.0,10.1,-15.0,19.0,2017-2018
474,3,3.0,2017-10-21,25,UTA,home,OKC,9,1,1950.0,8.0,11.0,0.727,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,13.0,2.0,1.0,0.0,1.0,4.0,16.0,16.4,-2.0,28.0,2017-2018
475,4,4.0,2017-10-24,25,UTA,away,LAC,-18,1,1877.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,3.0,0.667,2.0,5.0,7.0,2.0,0.0,3.0,1.0,1.0,12.0,15.1,-26.0,22.0,2017-2018
476,5,5.0,2017-10-25,25,UTA,away,PHO,-9,1,2173.0,5.0,9.0,0.556,0.0,0.0,0.0,6.0,8.0,0.75,1.0,13.0,14.0,1.0,0.0,5.0,4.0,2.0,16.0,14.9,0.0,26.0,2017-2018
477,6,6.0,2017-10-28,25,UTA,home,LAL,15,1,2127.0,3.0,5.0,0.6,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,8.0,0.0,0.0,3.0,1.0,3.0,6.0,6.4,22.0,12.0,2017-2018
478,7,7.0,2017-10-30,25,UTA,home,DAL,15,1,1994.0,4.0,6.0,0.667,0.0,0.0,0.0,9.0,12.0,0.75,3.0,9.0,12.0,6.0,2.0,6.0,3.0,2.0,17.0,24.6,32.0,35.0,2017-2018
479,8,8.0,2017-11-01,25,UTA,home,POR,9,1,2300.0,5.0,9.0,0.556,0.0,0.0,0.0,6.0,9.0,0.667,2.0,8.0,10.0,1.0,0.0,3.0,2.0,2.0,16.0,14.3,0.0,21.0,2017-2018
480,9,9.0,2017-11-03,25,UTA,home,TOR,-9,1,2075.0,6.0,10.0,0.6,0.0,0.0,0.0,3.0,4.0,0.75,4.0,3.0,7.0,0.0,0.0,2.0,1.0,2.0,15.0,13.3,-5.0,18.0,2017-2018
481,10,10.0,2017-11-05,25,UTA,away,HOU,-27,1,1515.0,6.0,11.0,0.545,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,13.0,9.9,-16.0,14.0,2017-2018
482,11,11.0,2017-11-07,25,UTA,home,PHI,-7,1,2143.0,4.0,8.0,0.5,0.0,0.0,0.0,8.0,12.0,0.667,6.0,9.0,15.0,1.0,2.0,3.0,2.0,4.0,16.0,18.5,-18.0,27.0,2017-2018
483,12,12.0,2017-11-10,25,UTA,home,MIA,-10,1,2116.0,4.0,7.0,0.571,0.0,0.0,0.0,4.0,5.0,0.8,1.0,11.0,12.0,0.0,0.0,2.0,1.0,3.0,12.0,11.5,-12.0,21.0,2017-2018
484,13,-1.0,2017-11-11,25,UTA,home,BRK,8,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
485,14,-1.0,2017-11-13,25,UTA,home,MIN,-11,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
486,15,-1.0,2017-11-15,25,UTA,away,NYK,-5,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
487,16,-1.0,2017-11-17,25,UTA,away,BRK,-11,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
488,17,-1.0,2017-11-18,25,UTA,away,ORL,40,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
489,18,-1.0,2017-11-20,25,UTA,away,PHI,-21,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
490,19,-1.0,2017-11-22,25,UTA,home,CHI,30,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
491,20,-1.0,2017-11-25,25,UTA,home,MIL,13,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
492,21,-1.0,2017-11-28,25,UTA,home,DEN,29,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
493,22,-1.0,2017-11-30,25,UTA,away,LAC,19,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
494,23,-1.0,2017-12-01,25,UTA,home,NOP,6,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
495,24,13.0,2017-12-04,25,UTA,home,WAS,47,1,1269.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,3.0,1.0,2.0,2.0,3.0,4.0,7.9,18.0,16.0,2017-2018
496,25,14.0,2017-12-05,25,UTA,away,OKC,-6,1,1613.0,1.0,2.0,0.5,0.0,0.0,0.0,3.0,6.0,0.5,1.0,5.0,6.0,0.0,1.0,1.0,1.0,5.0,5.0,3.7,-3.0,8.0,2017-2018
497,26,15.0,2017-12-07,25,UTA,home,HOU,-11,1,1661.0,2.0,5.0,0.4,0.0,0.0,0.0,2.0,2.0,1.0,2.0,7.0,9.0,1.0,1.0,2.0,5.0,1.0,6.0,4.5,-1.0,11.0,2017-2018
